"","id","title","description","publishTime","kind_stats","duration_seconds","viewCount","likeCount","commentCount","pull_date"
"247","X1jMMFOqxEw","$50,000 Game Of Extreme Hide And Seek - Challenge","ENTER ON INSTAGRAM TOO https://www.instagram.com/mrbeast New Merch - https://mrbeast.store Check out Viewstats!",2019-11-28 21:00:01,"youtube#video",828,165068599,3111265,51260,"2025-04-27 00:02:44.651322+00:00"
"248","ORUX1lHbOa8","I Opened A FREE BANK","New Merch - https://mrbeast.store Check out Viewstats! - https://www.viewstats.com/ SUBSCRIBE AND ILL BUY AN OSTRICH ...",2019-11-23 21:00:17,"youtube#video",652,125081333,3021706,94137,"2025-04-28 00:03:09.151500+00:00"
"249","LU_xVr4b2qM","Going Around A Ferris Wheel 1,000 Times Straight","FOLLOW 4 COOKIE - https://www.instagram.com/mrbeast ADD TO CART - https://mrbeast.store Check out Viewstats!",2019-11-16 21:00:47,"youtube#video",776,127512954,2598064,49790,"2025-04-28 00:03:09.151500+00:00"
"250","tQ4m4zD7BBA","Last To Fall Wins $1,000,000 (Part 1)","BUY MY MERCH!! - https://mrbeast.store FOLLOW MY INSTAGRAM!! - https://www.instagram.com/mrbeast Check out Viewstats!",2019-11-14 21:00:31,"youtube#video",1017,166289620,3164114,56803,"2025-04-28 00:03:09.151500+00:00"
"251","D9lVNzyhYnc","Surviving 24 Hours Straight In The Bermuda Triangle","THIS IS ONE OF THE CRAZIEST THINGS I'VE EVER DONE! DONATE TO TEAM TREES: https://teamtrees.org/ New Merch ...",2019-11-09 21:00:55,"youtube#video",701,256469187,4421936,99534,"2025-04-28 00:03:09.151500+00:00"
"252","jokVbbLqV_E","I Spent $100,000 On Lottery Tickets And Won!","Chris vs Chandler, who will win? Watch to the end! New Merch - https://mrbeast.store Check out Viewstats!",2019-10-31 20:00:02,"youtube#video",910,57325880,1429176,29861,"2025-04-28 00:03:09.151500+00:00"
"253","HPJKxAhLw5I","Planting 20,000,000 Trees, My Biggest Project Ever!","HELP US ACHIEVE OUR GOAL OF PLANTING 20000000 TREES! PLEASE DONATE ! - https://teamtrees.org/ #teamtrees Check ...",2019-10-25 19:01:01,"youtube#video",443,114068081,4538411,160937,"2025-04-28 00:03:09.151500+00:00"
"254","Ims5p6wjW9s","Last To Take Hand Off Boat, Keeps It","Last one to remove their hand kept the boat! New Merch - https://mrbeast.store Check out Viewstats! - https://www.viewstats.com/ ...",2019-10-19 20:06:01,"youtube#video",1008,134029884,2148672,57220,"2025-04-28 00:03:09.151500+00:00"
"255","anFxsa5jXrE","I Searched 100 Dumpsters, Here&#39;s What I Found","YOU WON'T BELIEVE WHAT WE FOUND! LOL New Merch - https://mrbeast.store Check out Viewstats!",2019-10-12 20:10:01,"youtube#video",1029,223022443,3155753,57052,"2025-04-28 00:03:09.151500+00:00"
"256","QxGVgXf_LNk","Going Through The Same Drive Thru 1,000 Times","I can't believe we did this lol New Merch - https://mrbeast.store Check out Viewstats! - https://www.viewstats.com/ SUBSCRIBE OR ...",2019-10-05 20:00:08,"youtube#video",938,299555521,5156609,131368,"2025-04-24 00:01:54.392047+00:00"
"257","al6130OD1Ck","Donating $100,000 To Random Streamers","Its been awhile since I did this. It was fun :)))) Install Raid for Free ✓ IOS: https://link.plrm.zone/install/raid/c980/MrBeast/ios ...",2019-09-28 20:29:58,"youtube#video",886,65843601,1897507,42460,"2025-04-28 00:03:09.151500+00:00"
"258","d1010B3sKNQ","Surviving 24 Hours Straight In A Rain Forest","This was a lot of fun! New Merch - https://mrbeast.store Check out Viewstats! - https://www.viewstats.com/ SUBSCRIBE OR I TAKE ...",2019-09-21 21:00:00,"youtube#video",789,141560038,2695841,72973,"2025-04-28 00:03:09.151500+00:00"
"259","NS3hse9ezik","Last To Leave Ramen Noodle Pool Wins $20,000","Whoever left the ramen noodles last, won $20000! New Merch - https://mrbeast.store Check out Viewstats!",2019-09-13 20:00:05,"youtube#video",872,77084744,1597098,43781,"2025-04-28 00:03:09.151500+00:00"
"260","npDey6_9YRs","Anything You Can Carry, I&#39;ll Pay For #2","ANYTHING THEY COULD CARRY, I PAID FOR!! New Merch - https://mrbeast.store Check out Viewstats!",2019-09-06 20:00:00,"youtube#video",839,87686265,1721148,34594,"2025-04-24 00:01:54.392047+00:00"
"261","0NGWT9COcEI","I Gave My Brother 24 Hours To Spend $100,000","YOU WON'T BELIEVE WHAT HE BOUGHT LOL My Brother's Channel ...",2019-08-31 20:00:01,"youtube#video",788,105543844,2564749,56534,"2025-04-28 00:03:09.151500+00:00"
"262","3LLnjRLrvLU","I Opened A Free Car Dealership","This video means a lot to me, i'm so happy with how it went! BRAND NEW Merch - https://mrbeast.store Check out Viewstats!",2019-08-29 20:00:00,"youtube#video",999,147258392,3515572,137200,"2025-04-28 00:03:09.151500+00:00"
"263","bTrV5v7GLcQ","Last To Leave Pool Of $20,000 Keeps It","THIS CHALLENGE WENT ON FOREVER!! New Merch - https://mrbeast.store SUBSCRIBE OR I TAKE YOUR DOG For any ...",2019-08-24 20:00:01,"youtube#video",999,183801325,3348501,81972,"2025-04-24 00:01:54.392047+00:00"
"264","lBYC4_Lccjw","Surviving 24 Hours On A Deserted Island","This was Insane, I Can't Believe We Did This! New Merch - https://mrbeast.store Check out Viewstats! - https://www.viewstats.com/ ...",2019-08-22 20:00:07,"youtube#video",832,205985209,3628821,79785,"2025-04-28 00:03:09.151500+00:00"
"265","gL6iSCSHjco","Last To Leave Roller Coaster Wins $20,000 - Challenge","THEY TOOK OVER 100 LAPS LOL New Merch - https://mrbeast.store Check out Viewstats! - https://www.viewstats.com/ ...",2019-08-17 20:00:00,"youtube#video",907,164136364,3058020,66624,"2025-04-28 00:03:09.151500+00:00"
"266","UQtltNZ_pjs","I Won Every Prize At A Theme Park","WE WON OVER 10000 STUFFED ANIMALS LOL New Merch - https://mrbeast.store Check out Viewstats!",2019-08-15 19:59:59,"youtube#video",802,184067754,3024805,67809,"2025-04-27 00:02:44.651322+00:00"
"267","0DaMUhgcAqo","Destroying My Friend&#39;s Car And Surprising Him With A New One","I DROPPED A METEOR ON MY FRIEND'S CAR New Merch - https://mrbeast.store Check out Viewstats!",2019-08-10 20:00:00,"youtube#video",883,113532859,2851523,61149,"2025-04-28 00:03:09.151500+00:00"
"268","TOcGSwJBPMQ","I Spent 24 Hours Straight At Area 51","YOU WON'T BELIEVE WHAT WE FOUND OUT!!!!!! New Merch - https://mrbeast.store Check out Viewstats!",2019-08-02 21:00:01,"youtube#video",915,182267278,3928505,98981,"2025-04-28 00:03:09.151500+00:00"
"269","ws694xrKopA","Can 50,000 Magnets Catch A Cannon Ball?","YOU WON'T BELIEVE WHAT HAPPENS WHEN WE TRY THIS! New Merch - https://mrbeast.store Check out Viewstats!",2019-07-20 20:00:02,"youtube#video",569,133138462,2214935,46389,"2025-04-28 00:03:09.151500+00:00"
"270","UtnsWzaoRtg","World&#39;s Largest Game Of Dodgeball","THIS GAME OF DODGEBALL WAS INSANE!!!!! New Merch - https://mrbeast.store Check out Viewstats!",2019-07-12 20:05:00,"youtube#video",677,92317910,1713574,57146,"2025-04-28 00:03:09.151500+00:00"
"271","6wsFjjhZPJI","Last To Leave Revolving Door Wins $50,000","YOU WON'T BELIEVE WHAT HAPPENS IN THIS VIDEO LOL New Merch - https://mrbeast.store Check out Viewstats!",2019-07-02 20:00:01,"youtube#video",824,166407317,3685318,180301,"2025-04-28 00:03:09.151500+00:00"
"272","Rmf6T_Ewt38","Tipping Waitresses With Real Gold Bars","WE TIPPED WAITRESSES WITH REAL GOLD LOL New Merch - https://mrbeast.store Check out Viewstats!",2019-06-21 20:00:01,"youtube#video",727,70424715,1823862,84034,"2025-04-14 00:09:50.838112+00:00"
"273","n6qc4LHN2KQ","I Opened The World&#39;s First FREE Store","EVERYTHING IN THE STORE WAS %100 FREE!!!!! New Merch - https://mrbeast.store Check out Viewstats!",2019-06-15 20:00:00,"youtube#video",891,94970500,2369498,75941,"2025-04-28 00:03:09.151500+00:00"
"274","2eFSU7TFOnk","Spending 24 Hours On Top Of A Mountain","WE HAD LIKE NO OXYGEN UP HERE, IT WAS CRAZY! New Merch - https://mrbeast.store Check out Viewstats!",2019-06-13 20:00:01,"youtube#video",924,221693029,4020382,116223,"2025-04-28 00:03:09.151500+00:00"
"275","RCvnytndd9c","Last To Leave VR Wins $20,000","YOU WON'T BELIEVE HOW LONG THEY LASTED!!! New Merch - https://mrbeast.store Check out Viewstats!",2019-06-08 20:00:01,"youtube#video",858,167296537,3289296,94092,"2025-04-28 00:03:09.151500+00:00"
"276","AA-VpIj8F5Y","Last To Stop Running Wins $20,000","You won't believe what happens to chandler!! New Merch - https://mrbeast.store Check out Viewstats! - https://www.viewstats.com/ ...",2019-06-06 20:00:00,"youtube#video",898,121117261,2375258,65908,"2025-04-28 00:03:09.151500+00:00"
"277","fWcSBWadolA","Paying People $10,000 To Eat Ghost Pepper","YOU WON'T BELIEVE HOW THEY REACTED! New Merch - https://mrbeast.store Check out Viewstats!",2019-06-01 20:05:01,"youtube#video",886,40785704,1121152,34756,"2025-04-13 00:04:39.670563+00:00"
"278","YyhKdOCwD7s","24 Hours In The Most Haunted Place On Earth","YOU WON'T BELIEVE WHAT WE FOUND! lol New Merch - https://mrbeast.store Check out Viewstats! - https://www.viewstats.com/ ...",2019-05-30 20:07:01,"youtube#video",907,148770449,3115905,139851,"2025-04-28 00:03:09.151500+00:00"
"279","ha4tRQwKIUg","I Bought Everything In A Store - Challenge","I WENT INTO A STORE AND BOUGHT LITERALLY 15000 ITEMS! New Merch - https://mrbeast.store Check out Viewstats!",2019-05-18 20:05:02,"youtube#video",1016,160046002,4337100,180893,"2025-04-28 00:03:09.151500+00:00"
"280","xRwy_rKc7gI","World&#39;s Largest Bowl Of Cereal","YOU WON'T BELIEVE HOW BIG IT WAS LOL New Merch - https://mrbeast.store Check out Viewstats! - https://www.viewstats.com/ ...",2019-05-15 21:05:01,"youtube#video",942,243497013,3386678,86417,"2025-04-28 00:03:09.151500+00:00"
"281","H1WBdh56Vq4","Spending 24 Hours In A City With No Laws","We spent 24 hours straight in slab city, aka the city with no laws. New Merch - https://mrbeast.store Check out Viewstats!",2019-05-07 21:00:01,"youtube#video",869,181465184,2981750,67405,"2025-04-28 00:03:09.151500+00:00"
"282","xhIYirjB4Yc","Giving $10,000 To Random People And Saying Nothing","YOU WON'T BELIEVE HOW THEY REACTED TO THE $10000 THEY RECEIVED! New Merch - https://mrbeast.store Check out ...",2019-04-30 20:00:06,"youtube#video",959,83046827,1856291,49768,"2025-04-28 00:03:09.151500+00:00"
"283","HfJMs4mrSJM","Molten Lava Vs Giant Ice Block Experiment","In this video we played with lava and dumped it on things Buy Your Maverick Merch Here - https://mrbeast.store Check out ...",2019-04-27 20:00:02,"youtube#video",458,99727531,1858453,41195,"2025-04-28 00:03:09.151500+00:00"
"284","tYHTVjfShOA","Anything You Can Carry, I&#39;ll Pay For Challenge","I took people into stores and paid for whatever they could carry New Merch - https://mrbeast.store Check out Viewstats!",2019-04-20 20:00:03,"youtube#video",909,92421939,1784493,90689,"2025-04-08 00:08:53.637499+00:00"
"285","JTQcIR2ZxU4","Homeless Man Buys A Lamborghini","I was genuinely curious if people would treat me worse because I'm homeless now buy my merch New Merch ...",2019-04-18 20:05:00,"youtube#video",860,192003583,4265069,80336,"2025-04-28 00:03:09.151500+00:00"
"286","xpNeg0hPZIs","Playing Battleship With Real Ships","THIS IS 100% THE BEST THING WE HAVE EVER DONE! New Merch - https://mrbeast.store Check out Viewstats!",2019-04-06 20:05:58,"youtube#video",932,38407866,1015643,34545,"2025-04-28 00:03:09.151500+00:00"
"287","9yrdFAJUSaU","Donating $100,000 To Shroud In Real Life","YOU WON'T BELIEVE HOW HE REACTED TO THIS LOL Download Apex Legends for free on PC, PS4, and Xbox here: ...",2019-04-04 21:05:59,"youtube#video",854,32336969,877820,19907,"2025-04-28 00:03:09.151500+00:00"
"288","i2O6GMpNWGo","Last To Leave The Tesla, Keeps It Challenge","THIS WAS THE LONGEST CHALLENGE WE'VE DONE SO FAR! Buy merch the car was expensive lol - https://mrbeast.store ...",2019-03-29 21:05:00,"youtube#video",1109,118901529,2065483,44625,"2025-04-28 00:03:09.151500+00:00"
"289","Y6jC6VaO3j0","Donating $100,000 To Streamers With 0 Viewers","YOU WON'T BELIEVE HOW MUCH WE GAVE AWAY LOL Merch - https://mrbeast.store Buy so i don't go broke lol Check out ...",2019-03-24 20:00:04,"youtube#video",877,105029491,3476225,75676,"2025-04-28 00:03:09.151500+00:00"
"290","Ooke4YZv8Ts","Surviving 24 Hours Straight In A Desert","WE WENT TO A DESERT AND SPENT 24 HOURS IN IT New Merch - https://mrbeast.store Check out Viewstats!",2019-03-16 20:05:00,"youtube#video",844,178136801,3341366,96528,"2025-04-28 00:03:09.151500+00:00"
"291","ZV7rU6lnAKQ","$200,000 Youtuber Battle Royale","Check out part 2 here: https://www.youtube.com/watch?v=P845PrVtWIk 13 Teams All Competing For $200000 ...",2019-03-12 22:00:00,"youtube#video",816,56034467,1740876,142581,"2025-04-28 00:03:09.151500+00:00"
"292","iUzi5JmJNWc","Surprising Strangers With 100 Zombies - Experiment","YOU WON'T BELIEVE HOW PEOPLE REACTED TO THIS LOL SHOUTOUT TO @gregoryfx for doing our makeup! He did a great ...",2019-03-03 22:04:59,"youtube#video",589,61282008,1795684,55585,"2025-04-28 00:03:09.151500+00:00"
"293","9cCpZl8euLI","I Gave A Homeless Man A Home","WE GAVE A HOMELESS PERSON A HOUSE idk y caps New Merch - https://mrbeast.store Check out Viewstats!",2019-02-28 22:06:00,"youtube#video",806,83862403,2214324,111520,"2025-04-24 00:01:54.392047+00:00"
"294","I046_n20d3s","Standing Still For 24 Hours Straight - Statue Challenge","I TURNED MYSELF INTO A LIVING STATUE, LIKE OR I'LL KICK YOU New Merch - https://mrbeast.store Check out Viewstats!",2019-02-22 22:05:59,"youtube#video",1096,123264731,2034914,36630,"2025-04-28 00:03:09.151500+00:00"
"295","2nd73lyvq4w","Giant Monopoly Game With Real Money","WE PLAYED A GAME OF MONOPOLY WITH REAL CASH, IT WAS CRAZY New Merch - https://mrbeast.store Check out Viewstats ...",2019-02-15 22:05:00,"youtube#video",895,131256995,2471314,68119,"2025-04-28 00:03:09.151500+00:00"
"296","nuM0Z4a7kMs","I Spent 24 Hours Straight In Insane Asylum","THIS VIDEO WAS CRAZY, LIKE FOR MORE MINECRAFT New Merch - https://mrbeast.store Check out Viewstats!",2019-02-10 21:05:00,"youtube#video",956,122424776,2354156,133911,"2025-04-28 00:03:09.151500+00:00"
"297","qPBtTPJHS0Q","I Advertised Pewdiepie At The Super Bowl","I CAN'T BELIEVE WE MADE IT ON THE SUPER BOWL LOL New Merch - https://mrbeast.store Check out Viewstats!",2019-02-04 22:00:01,"youtube#video",765,45138253,1251667,64351,"2025-04-28 00:03:09.151500+00:00"
"298","A-vX1AGBGsc","I Went Back To 1st Grade For A Day","me and the squad went back to first grade for fun LAST DAY TO BUY MERCH - https://mrbeast.store Check out Viewstats!",2019-01-31 22:05:00,"youtube#video",1051,224885725,3500148,142261,"2025-04-28 00:03:09.151500+00:00"
"299","IiW2smvEcBM","I Opened The World’s Cheapest Store","EVERYTHING IN THE STORE IS ONLY $1 New Merch BUY NOW - https://mrbeast.store Check out Viewstats!",2019-01-26 21:05:00,"youtube#video",919,41605537,1147402,82707,"2025-04-28 00:03:09.151500+00:00"
"300","q6Qw8mUVTrE","I Put 10 Million Legos in Friend&#39;s House","YOU WON'T BELIEVE HOW HE REACTED WHEN HE CAME HOME LOL New Merch - https://mrbeast.store Check out Viewstats!",2019-01-18 22:04:59,"youtube#video",917,113801023,1706744,62453,"2025-04-28 00:03:09.151500+00:00"
"301","dBxOYE2j55U","Make This Video The Most Liked Video On Youtube","WHAT IS UP LOGANG, MAKE SURE YOU LIKE THE VIDEO AND WATCH TO THE END TO SEE WHO WON THE EGG ...",2019-01-16 22:05:01,"youtube#video",791,154450576,30353672,310981,"2025-04-24 00:01:54.392047+00:00"
"302","984NGLLYDUg","20,000 Magnets Vs A Car","CAN 20000 MAGNETS CATCH A CAR IN THE AIR????? New Merch - https://mrbeast.store Check out Viewstats!",2019-01-14 22:05:00,"youtube#video",723,34348799,771857,23499,"2025-04-28 00:03:09.151500+00:00"
"303","7zi0bi-RDj4","Eating A $10,000 Golden Steak (24k Gold)","YOU WON'T BELIEVE WHAT THIS GOLDEN STEAK TASTED LIKE! BEAST APPAREL - https://mrbeast.store Check out Viewstats!",2019-01-11 22:05:00,"youtube#video",990,158332889,2426054,89277,"2025-04-28 00:03:09.151500+00:00"
"304","XaxhLbxZ13k","Last To Take Hand Off House Keeps It!","YOU WON'T BELIEVE WHO WON THE NEW HOUSE LOL New Merch - https://mrbeast.store Check out Viewstats!",2019-01-08 21:05:00,"youtube#video",1050,97076068,1666513,44262,"2025-04-28 00:03:09.151500+00:00"
"305","L8nh1wuXTbI","I Gave Him One Hour To Spend $100,000!","THEY HAD ONLY ONE HOUR TO SPEND $100000 IN NEW YORK Download Tik Tok Here ...",2019-01-01 21:05:01,"youtube#video",825,82037400,1635469,68374,"2025-04-28 00:03:09.151500+00:00"
"306","9-HphHIJS9c","How I Gave Away $1,000,000","lots of you ask where my money comes from, so here ya go New Merch - https://mrbeast.store Check out Viewstats!",2018-12-25 21:05:01,"youtube#video",914,14544024,490330,33783,"2025-04-13 00:04:39.670563+00:00"
"307","rPXmbM2UEbU","Giving $100,000 To A Homeless Person","THIS VIDEO IS ONE OF OUR BEST VIDEOS TO DATE, I LOVE IT! Download Dragon City Here ...",2018-12-23 21:00:01,"youtube#video",884,31505047,1027426,70238,"2025-04-28 00:03:09.151500+00:00"
"308","sESRuTyfsEk","I Spent 24 Hours Straight In Prison - Challenge","I CAN'T BELIEVE THEY CAUGHT US, MY MOM WILL BE SO MAD! New Merch - https://mrbeast.store Check out Viewstats!",2018-12-19 21:05:02,"youtube#video",781,118703645,2115767,74275,"2025-04-28 00:03:09.151500+00:00"
"309","QapO3maXd9k","Donating $10000 To Pewdiepie","I love Pewdiepie and we must help when he wants help! Donate To CRY Here - https://www.cry.org/donation/indian-donors ...",2018-12-16 21:05:02,"youtube#video",915,47334904,1734458,49287,"2025-04-13 00:04:39.670563+00:00"
"310","71VpdDb8e6U","Last Youtuber To Leave Wins $100,000 - Challenge","WHO EVER LEFT THE CIRCLE LAST WON $100000 OPEN FOR EVERYONE THAT COMPETED IN THE VIDEO Leon Lush ...",2018-12-12 21:00:02,"youtube#video",1479,105320601,2162004,95250,"2025-04-28 00:03:09.151500+00:00"
"311","Su34c5Z8DW4","I Put Millions Of Pennies In My Friends Backyard","YOU WON'T BELIEVE HOW HE REACTED TO THIS New Merch - https://mrbeast.store Check out Viewstats!",2018-12-08 21:05:02,"youtube#video",881,183311322,2823395,64267,"2025-04-28 00:03:09.151500+00:00"
"312","e5DqdX-7_g4","Surprising TFue With A Fortnite Battle Bus In Real Life","YOU WON'T BELIEVE HOW TFUE REACTED TO THE BATTLE BUS New Merch - https://mrbeast.store Check out Viewstats!",2018-12-07 22:11:00,"youtube#video",865,102737494,1895392,63210,"2025-04-28 00:03:09.151500+00:00"
"313","9vB-48kHbBU","I Built A Giant House Using Only Legos","THIS TOOK US OVER AN ENTIRE MONTH TO BUILD THIS HOUSE! New Merch - https://mrbeast.store Check out Viewstats!",2018-12-02 20:05:01,"youtube#video",829,65058386,1040937,48822,"2025-04-28 00:03:09.151500+00:00"
"314","3ix_gbcubTo","Last To Leave Slime Pit Wins $20,000 - Challenge","LAST ONE TO GET OUT OF THE SLIME PIT WINS $20000!! New Merch - https://mrbeast.store Check out Viewstats!",2018-11-30 21:11:01,"youtube#video",1070,145966119,2384297,73120,"2025-04-28 00:03:09.151500+00:00"
"315","mGIpOtncmSM","Saying Pewdiepie 100,000 Times","I SAID HIS NAME 100000 TIMES TO STOP TSERIES IN THEIR TRACKS New Merch - https://mrbeast.store Check out Viewstats!",2018-11-25 21:07:01,"youtube#video",42520,26525094,1694726,167248,"2025-04-28 00:03:09.151500+00:00"
"316","VqnQ-0q2gb4","Destroyed Friend&#39;s House And Bought Him A New One","YOU WON'T BELIEVE HOW MY FRIEND REACTED TO HER HOUSE! SUBSCRIBE OR I TAKE YOUR DOG New Merch ...",2018-11-24 21:06:01,"youtube#video",878,43789441,1133232,68103,"2025-04-28 00:03:09.151500+00:00"
"317","3TflpIllQHY","I Put 100 Million Orbeez In My Friend&#39;s Backyard","THIS WAS THE CRAZIEST THING WE HAVE EVER DONE LOL New Merch - https://mrbeast.store Check out Viewstats!",2018-11-22 21:08:01,"youtube#video",885,237588834,5285640,138560,"2025-04-28 00:03:09.151500+00:00"
"318","1SwVSTKFCsc","Spending $40,000 In One Hour Challenge","I GAVE HIM ONLY ONE HOUR TO SPEND $40000 AND THIS IS WHAT HE BOUGHT! Download Qwikmatch For Free ...",2018-11-17 21:06:02,"youtube#video",843,44774854,934136,54613,"2025-04-28 00:03:09.151500+00:00"
"319","ZPuEUe_8SRM","Giving My 10,000,000th Subscriber 10,000,000 ___","YOU WON'T BELIEVE WHAT I GOT MY 10000000TH SUBSCRIBER! NEW HOODIE JUST DROPPED! - https://mrbeast.store ...",2018-11-13 21:05:04,"youtube#video",1099,29795182,816680,32181,"2025-04-28 00:03:09.151500+00:00"
"320","gKVZz4kcuns","$10,000 Games Of Rock Paper Scissors","THESE ARE THE MOST EPIC GAMES OF ROCK PAPER SCISSORS EVER! DOWNLOAD THE BEST APP EVER HERE ...",2018-11-04 21:05:02,"youtube#video",787,18597823,514166,25085,"2025-04-16 00:03:03.752730+00:00"
"321","nywT2SenPIo","Last To Remove Hand, Gets Lamborghini Challenge","YOU WON'T BELIEVE WHO WINS THE COMPETITION AND HOW THEY DO IT! New Merch - https://mrbeast.store Check out ...",2018-11-02 20:05:01,"youtube#video",1185,95555589,1704736,73733,"2025-04-08 00:08:53.637499+00:00"
"322","xBP9EUQIkNs","You Pick The Right Cup, You Win $100,000!","IF YOU PICK THE RIGHT CUP A FEW TIMES IN A ROW YOU CAN WIN $100000 Download TikTok And Try Out Their Stickers!",2018-10-28 20:06:01,"youtube#video",1055,36259063,977541,35439,"2025-04-28 00:03:09.151500+00:00"
"323","qZNxvnQv0h4","I Bought Every Billboard In My City For This","YOU WON'T BELIEVE WHAT I PUT ON EACH BILLBOARD LOL subscribe or i'll take your cat obviously i didn't buy every ...",2018-10-26 21:06:02,"youtube#video",931,38790248,1320292,105766,"2025-04-28 00:03:09.151500+00:00"
"324","uE6gud1voDs","Ordering Water Then Tipping $30,000","You won't believe how they reacted to the $30000 we tipped! subscribe for a car New Merch - https://mrbeast.store/ Check out ...",2018-10-23 20:11:02,"youtube#video",705,45161317,1194824,46377,"2025-04-28 00:03:09.151500+00:00"
"325","f0M64XpmTz8","I Spent $50,000 On Lottery Tickets And Won ____","YOU WON'T BELIEVE HOW MUCH MONEY I WON OFF THESE TICKETS! Download World Of Tanks Blitz For Free ...",2018-10-19 21:05:02,"youtube#video",1014,31335400,748310,33387,"2025-04-28 00:03:09.151500+00:00"
"326","Gz3yak1cl-8","Last To Leave Circle Wins $10,000 - Challenge","THE LAST PERSON TO STEP OUTSIDE THE CIRLCE WINS $10000 NO JOKE THIS WAS INSANE! SUBSCRIBE OR I EAT ...",2018-10-12 22:05:04,"youtube#video",996,97117348,1665063,59163,"2025-04-28 00:03:09.151500+00:00"
"327","9GD6hbqu2oM","I Spent 24 Hours Straight In Slime","THIS WAS THE MOST DISGUSTING THING I HAVE EVER DONE I STILL HAVE A RASH FROM IT LOL subscribe for a car New ...",2018-10-09 20:05:02,"youtube#video",878,43820476,940005,33121,"2025-04-28 00:03:09.151500+00:00"
"328","GUWGsIVEMSQ","Surprising Tfue With $10,000 Live - Fortnite","YOU WON'T BELIEVE HOW HE REACTED!!! New Merch - https://mrbeast.store Check out Viewstats! - https://www.viewstats.com/ ...",2018-10-04 20:07:01,"youtube#video",923,74607048,1536189,47029,"2025-04-28 00:03:09.151500+00:00"
"329","wDqJZ_2ZA3A","I Spent $30,000 On Lottery Tickets And Won ____","LOL I CAN'T BELIEVE I DID THIS, THIS WAS INSANE!!! Get Honey For FREE at - http://joinhoney.com/mrbeast Honey has saved ...",2018-09-28 21:05:00,"youtube#video",1052,17328980,426776,21670,"2025-04-28 00:03:09.151500+00:00"
"330","RywkkwO78m8","Flat Earth PROVEN By Independent Research","WE PROVED THE EARTH IS NOT ROUND!!!!!!!!!!!! SUBSCRIBE IF YOU WERE LIED TO! New Merch - https://mrbeast.store Check ...",2018-09-22 20:05:01,"youtube#video",712,28581252,796349,133781,"2025-04-28 00:03:09.151500+00:00"
"331","P4qWhSZ7_WA","Things That SHOULDN&#39;T Be Sold On Amazon","I bought a bunch of stuff that probably shouldn't be sold on amazon. New Merch - https://mrbeast.store Check out Viewstats!",2018-09-21 22:06:01,"youtube#video",846,152059220,2313430,55777,"2025-04-28 00:03:09.151500+00:00"
"332","UlUcwJc5nBs","Surprising My 8,000,000th Subscriber With 8,000,000 ___","You won't believe what I gave him! New Merch - https://mrbeast.store Check out Viewstats! - https://www.viewstats.com/ His ...",2018-09-19 20:05:01,"youtube#video",1132,37275657,585039,18484,"2025-04-15 00:00:59.391066+00:00"
"333","qAW6CE7_bFM","I Donated $25,000 To Random Kids Streaming Fortnite","I Gave A Bunch Of Money To Kids Playing Fortnite Instagram - https://www.instagram.com/mrbeast/?hl=en or just search ""MrBeast"" ...",2018-09-14 20:09:01,"youtube#video",1057,65193716,1315530,39218,"2025-04-28 00:03:09.151500+00:00"
"334","tBEBc4KQVsU","I Hope This Magic Trick Works","WE ATTEMPTED POPULAR MAGIC TRICKS AND THIS HAPPENED OPEN and follow all these guys! Chris Ramsey ...",2018-09-11 21:13:59,"youtube#video",982,43617456,721581,18888,"2025-04-28 00:03:09.151500+00:00"
"335","q0OK-zHnvnA","Can A Glowing 1000 Degree Sword Slice A Car In Half?","WILL THE SWORD CUT RIGHT THRU THE CAR????? New Merch - https://mrbeast.store Check out Viewstats!",2018-09-06 21:09:00,"youtube#video",598,69920961,1144766,37856,"2025-04-28 00:03:09.151500+00:00"
"336","bFZdU9dr4OM","Rocket League In Real Life!","THIS WAS THE CRAZIEST THING WE HAVE EVER DONE! New Merch - https://mrbeast.store Check out Viewstats!",2018-09-01 21:08:58,"youtube#video",775,28773070,544158,16175,"2025-04-28 00:03:09.151500+00:00"
"337","nd-bwvNB7YA","Destroying My Friend&#39;s Car And Surprising Him With A New One - Slime","YOU WON'T BELIEVE WHAT CAR WE GOT HIM!!! New Merch - https://mrbeast.store Check out Viewstats!",2018-08-28 22:08:59,"youtube#video",971,120336595,2486078,67052,"2025-04-28 00:03:09.151500+00:00"
"338","6_im_hGxGRk","Spending 24 Hours Straight Under Water Challenge","I CAN'T BELIEVE I ACTUALLY DID THIS!!!!!!! Funniest Shirts On The Internet - https://mrbeast.store Check out Viewstats!",2018-08-24 22:09:00,"youtube#video",911,144694332,3575602,105918,"2025-04-28 00:03:09.151500+00:00"
"339","b91vrgVY-ZQ","Attempting The Impossible Maze - $10,000 Challenge","NO ONE HAS EVER SOLVED THIS MAZE!! Build A Website For Free - https://www.wix.com/go/mrbeast 7000000th Subscriber ...",2018-08-15 21:08:59,"youtube#video",1187,57010838,1014815,32280,"2025-04-28 00:03:09.151500+00:00"
"340","52ubXjlVzUY","Donating $100,000 To A Random Fortnite Streamer","THIS IS THE MOST MONEY I'VE EVER DONE IN A VIDEO!! Download Quidd For Free - http://bit.ly/2AIsjyv This is simon aka ...",2018-08-05 22:00:00,"youtube#video",1382,53177689,1111570,50410,"2025-04-28 00:03:09.151500+00:00"
